City,Lat,Lng,Max Temp(F),Humidity,Cloudiness,Wind Speed,Country,Date
Portsoy,57.6814,-2.6896,35.01,80,75,16.11,GB,1612648852
Sargatskoye,55.6101,73.4972,28.58,97,100,18.84,RU,1612648852
Mayo,38.8876,-76.5119,50.0,32,1,4.61,US,1612648852
São José da Coroa Grande,-8.8978,-35.1478,79.14,80,47,11.1,BR,1612648133
Pangody,65.85,74.4859,-21.46,86,65,13.22,RU,1612648315
Mineros,-17.1167,-63.2333,87.8,45,40,5.75,BO,1612648853
Praia,14.9215,-23.5087,69.8,60,75,20.71,CV,1612648853
Hudson Bay,52.85,-102.3842,-18.71,82,50,8.48,CA,1612648853
Mitsamiouli,-11.3847,43.2844,82.2,74,93,4.68,KM,1612648854
Araçuaí,-16.8497,-42.0703,72.5,90,100,1.79,BR,1612648854
Christchurch,-43.5333,172.6333,64.0,72,90,18.41,NZ,1612648767
Harper,4.375,-7.7169,79.5,88,7,8.25,LR,1612648854
Pouembout,-21.1333,164.9,81.27,73,13,1.5,NC,1612648854
Baharly,38.4362,57.4316,51.12,69,100,11.5,TM,1612648367
Alice Town,25.7167,-79.3,76.28,82,0,16.91,BS,1612648855
Zapolyarnyy,69.4154,30.8136,24.8,86,75,20.71,RU,1612648855
Koudougou,12.25,-2.3667,82.29,19,69,5.93,BF,1612648855
Lemoore,36.3008,-119.7829,64.4,55,1,5.37,US,1612648583
Phonhong,18.5007,102.4166,65.21,78,0,1.16,LA,1612648855
Nantucket,41.2835,-70.0995,41.0,60,1,19.57,US,1612648856
Knysna,-34.0363,23.0471,68.0,88,90,5.75,ZA,1612648856
Pahrump,36.2083,-115.9839,66.0,23,0,3.0,US,1612648834
Koumac,-20.5667,164.2833,81.63,65,0,0.67,NC,1612648856
Linjiang,41.8069,126.9078,8.13,89,9,1.81,CN,1612648856
Bar Harbor,44.3876,-68.2039,36.0,44,90,4.61,US,1612648857
Aripuanã,-9.1667,-60.6333,73.49,98,100,3.69,BR,1612648673
Puerto Ayacucho,5.6639,-67.6236,90.18,50,97,1.41,VE,1612648857
Dauphin,51.1494,-100.0502,-16.6,58,1,19.57,CA,1612648857
Kulhudhuffushi,6.6221,73.07,80.91,75,1,8.48,MV,1612648857
Port Lincoln,-34.7333,135.8667,61.36,70,85,11.65,AU,1612648858
Moranbah,-22.0016,148.0466,79.95,71,100,10.04,AU,1612648858
Pisco,-13.7,-76.2167,75.2,78,75,10.36,PE,1612648858
Debre Tabor,11.85,38.0167,47.86,49,52,4.76,ET,1612648858
Killybegs,54.6333,-8.45,41.0,87,90,6.91,IE,1612648859
Novorudnyy,51.5026,58.1873,10.4,72,75,26.84,RU,1612648859
Tolaga Bay,-38.3667,178.3,63.95,62,100,7.31,NZ,1612648859
Agirish,61.9247,63.0231,-14.58,89,100,12.41,RU,1612648860
Mikuni,36.2171,136.1519,37.4,93,20,5.75,JP,1612648860
Skibbereen,51.55,-9.2667,39.2,87,20,11.5,IE,1612648861
Neuquén,-38.9516,-68.0591,89.6,37,0,3.44,AR,1612648176
Masvingo,-20.0637,30.8277,67.39,97,100,6.13,ZW,1612648862
Khovd,48.0056,91.6419,7.54,91,38,1.3,MN,1612648862
Singkang,2.1006,102.7994,75.2,88,20,6.91,MY,1612648862
Srednekolymsk,67.45,153.6833,-18.74,83,39,3.04,RU,1612648314
Liverpool,53.4106,-2.9779,39.2,87,75,17.27,GB,1612648254
Ust-Tsilma,65.441,52.1498,-29.49,82,91,9.62,RU,1612648863
Havre-St-Pierre,50.2334,-63.5986,32.0,93,90,6.91,CA,1612648863
Muncar,-8.4333,114.3333,75.25,89,70,2.57,ID,1612648863
Iquitos,-3.7481,-73.2472,86.0,70,40,6.91,PE,1612648864
Chifeng,42.2683,118.9636,2.8,87,15,4.23,CN,1612648864
Danshui,22.7984,114.4672,66.0,72,0,2.24,CN,1612648864
Henties Bay,-22.116,14.2845,64.99,88,36,1.01,NA,1612648864
San Policarpo,12.1791,125.5072,80.37,85,91,15.93,PH,1612648865
Pāsighāt,28.0667,95.3333,58.98,37,69,3.02,IN,1612648865
São Filipe,14.8961,-24.4956,69.69,76,47,15.66,CV,1612648865
Nuuk,64.1835,-51.7216,28.4,46,20,14.97,GL,1612648865
Yaan,7.3833,8.5667,80.91,16,0,3.87,NG,1612648865
Tigil',57.8,158.6667,18.27,91,100,26.75,RU,1612648866
Barreiras,-12.1528,-44.99,72.5,78,99,2.17,BR,1612648866
Sheridan,44.8333,-106.9173,14.0,72,90,8.05,US,1612648866
Chkalovskoye,44.8392,133.0436,-5.58,92,99,0.83,RU,1612648866
Terrace,54.5163,-128.6035,32.0,93,75,0.83,CA,1612648338
Comodoro Rivadavia,-45.8667,-67.5,55.4,76,90,17.27,AR,1612648349
Kamaishi,39.2667,141.8833,39.0,87,93,3.31,JP,1612648867
Øksfjord,70.2396,22.3479,27.0,93,40,18.41,NO,1612648867
Elbistan,38.2059,37.1983,30.78,93,0,0.6,TR,1612648867
Ust-Maya,60.4167,134.5333,-26.7,84,100,1.3,RU,1612648867
Selfoss,63.9331,-20.9971,35.6,48,0,20.71,IS,1612648868
Guarapari,-20.6667,-40.4975,82.4,74,20,16.11,BR,1612648868
Sidi Ali,36.0998,0.4206,52.75,83,95,11.54,DZ,1612648868
Airai,-8.9266,125.4092,60.49,100,90,2.33,TL,1612648868
Bull Savanna,17.8868,-77.5902,78.31,76,0,16.13,JM,1612648868
Dalby,-27.1833,151.2667,75.2,69,75,2.3,AU,1612648869
Nakło nad Notecią,53.1421,17.6018,14.0,79,0,6.91,PL,1612648869
Bonavista,48.6499,-53.1147,35.01,100,100,3.44,CA,1612648869
Darhan,49.4867,105.9228,-3.1,86,8,7.18,MN,1612648869
Boguchany,58.3814,97.4531,14.07,95,100,5.77,RU,1612648869
Salcedo,12.8105,121.4674,74.93,89,89,10.49,PH,1612648870
Djibouti,11.5,42.5,75.2,73,75,6.44,DJ,1612648648
Geraldton,-28.7667,114.6,68.0,94,75,23.02,AU,1612648870
Ulety,51.3572,112.4849,-5.51,88,85,3.56,RU,1612648870
Nikolskoye,59.7035,30.7861,10.0,78,75,11.18,RU,1612648871
Sabla,12.7525,4.7077,76.19,19,93,8.97,NG,1612648871
Fayaoué,-20.65,166.5333,80.24,71,0,4.97,NC,1612648871
Byron Bay,-28.65,153.6167,75.99,78,40,1.14,AU,1612648871
Kyren,51.6828,102.1408,5.54,79,68,2.93,RU,1612648871
Cabra,37.4725,-4.4421,48.99,83,88,9.13,ES,1612648872
Kununurra,-15.7667,128.7333,78.8,100,100,3.38,AU,1612648613
Bontang,0.1333,117.5,76.69,85,100,3.91,ID,1612648351
Nyimba,-14.5566,30.8149,69.03,89,71,3.85,ZM,1612648872
Patea,-39.7583,174.4833,73.0,83,100,7.0,NZ,1612648872
Berbera,10.4396,45.0143,74.32,75,16,4.05,SO,1612648873
Ambanja,-13.6833,48.45,74.95,89,97,3.0,MG,1612648873
Buala,-8.145,159.5921,81.77,80,98,10.42,SB,1612648873
Oddur,4.1213,43.8894,68.32,81,0,15.37,SO,1612648873
Ayaviri,-14.8864,-70.5889,58.82,48,50,5.35,PE,1612648874
Codrington,-38.2667,141.9667,58.41,71,100,12.88,AU,1612648874
Pervomayskiy,53.2485,40.2871,1.0,68,77,9.53,RU,1612648874
Usinsk,65.9939,57.5281,-33.83,82,99,13.78,RU,1612648874
Eydhafushi,5.1033,73.0708,81.21,73,8,8.93,MV,1612648874
Quatre Cocos,-20.2078,57.7625,77.0,83,20,5.75,MU,1612648874
Kasongo-Lunda,-6.4667,16.8167,72.48,90,100,0.81,CD,1612648875
Asău,46.4333,26.4,28.0,74,100,3.47,RO,1612648875
Impfondo,1.6381,18.0667,76.53,71,78,1.92,CG,1612648875
Baisha,26.5222,110.9311,55.42,77,39,1.5,CN,1612648875
Omsukchan,62.5333,155.8,-6.86,87,100,4.81,RU,1612648875
Ngunguru,-35.6167,174.5,68.0,78,98,8.01,NZ,1612648875
Otane,-39.8833,176.6333,69.01,61,98,8.01,NZ,1612648876
Yuanli,24.4397,120.6535,60.01,94,90,10.36,TW,1612648876
Santa Isabel Rio Negro,-0.4139,-65.0192,82.85,79,52,2.21,BR,1612648876
Port Moresby,-9.4431,147.1797,79.86,78,95,8.79,PG,1612648876
Baruun-Urt,46.6806,113.2792,-9.8,84,0,8.34,MN,1612648336
Vostok,46.4856,135.8833,-13.76,90,100,2.55,RU,1612648877
Rawson,-43.3002,-65.1023,60.69,67,98,26.51,AR,1612648858
Xapuri,-10.6517,-68.5044,83.32,81,55,0.63,BR,1612648877
Abay,49.6311,72.8539,33.8,86,90,26.84,KZ,1612648877
Sharjah city,25.3573,55.4033,69.8,63,0,4.61,AE,1612648877
Lázaro Cárdenas,17.9583,-102.2,81.46,61,0,7.78,MX,1612648877
Berea,41.3662,-81.8543,23.0,45,20,13.8,US,1612648779
Kuching,1.55,110.3333,75.2,100,40,1.14,MY,1612648878
Marzuq,14.4,46.4667,58.33,73,0,3.2,YE,1612648878
Adrar,20.5022,-10.0711,59.34,35,98,10.76,MR,1612648879
Mogadishu,2.0371,45.3438,76.41,81,5,19.69,SO,1612648879
Tuxpan,19.55,-103.4,80.6,50,1,7.27,MX,1612648879
Rapid Valley,44.0625,-103.1463,3.2,72,90,5.75,US,1612648879
Fortuna,40.5982,-124.1573,55.99,87,1,14.97,US,1612648879
Bam,29.106,58.357,53.76,33,0,6.2,IR,1612648880
Guiratinga,-16.3494,-53.7583,77.88,73,20,6.4,BR,1612648880
East London,-33.0153,27.9116,74.71,87,8,2.46,ZA,1612648880
Zyryanka,65.75,150.85,-20.38,83,66,8.81,RU,1612648335
Santa Luzia,-19.7697,-43.8514,73.4,83,75,3.44,BR,1612648881
Udomlya,57.8794,34.9925,-2.9,92,100,8.48,RU,1612648881
Āzādshahr,34.7909,48.5707,39.67,85,100,3.13,IR,1612648881
Muros,42.7762,-9.0603,41.0,90,50,8.05,ES,1612648881
Yinchuan,38.4681,106.2731,29.82,78,0,5.64,CN,1612648181
Muscat,23.6139,58.5922,66.2,63,0,3.44,OM,1612648882
Atasū,48.6814,71.6433,29.95,97,100,29.28,KZ,1612648882
Lac du Bonnet,50.2536,-96.0612,-15.0,100,100,5.99,CA,1612648882
Korla,41.7597,86.1469,26.46,85,0,3.31,CN,1612648342
Agía Galíni,35.1,24.6833,57.0,76,0,5.75,GR,1612648882
Whitehorse,60.7161,-135.0538,-6.0,70,75,2.3,CA,1612648808
Pringsewu,-5.3582,104.9744,72.7,94,93,2.89,ID,1612648883
Bradley,35.1501,-84.8666,48.2,43,20,5.75,US,1612648883
Yeppoon,-23.1333,150.7333,82.4,65,81,1.14,AU,1612648883
Shambu,9.5667,37.1,50.34,47,4,0.81,ET,1612648883
Sakaiminato,35.55,133.2333,48.2,93,40,1.14,JP,1612648179
Lashio,22.9333,97.75,51.6,92,20,1.12,MM,1612648884
Maunabo,18.0072,-65.8993,80.01,77,50,4.0,PR,1612648884
Salalah,17.0151,54.0924,75.2,69,40,8.05,OM,1612648885
Launceston,-41.45,147.1667,61.0,94,75,6.91,AU,1612648885
Tegul'det,57.3064,88.1667,29.73,98,100,9.57,RU,1612648885
Isangel,-19.55,169.2667,82.4,83,20,4.72,VU,1612648885
Charters Towers,-20.1,146.2667,77.83,79,100,5.37,AU,1612648885
Zolotonosha,49.6689,32.0377,11.64,95,79,8.5,UA,1612648886
Mocuba,-16.8392,36.9856,74.57,94,100,1.14,MZ,1612648886
Mandalgovi,45.7625,106.2708,4.66,87,0,9.19,MN,1612648886
Mehamn,71.0357,27.8492,26.02,93,100,20.29,NO,1612648887
Cañon City,38.441,-105.2424,51.8,15,40,16.11,US,1612648887
Bedēsa,8.9,40.7833,57.76,66,41,5.66,ET,1612648887
Hamilton,39.1834,-84.5333,37.4,30,1,4.61,US,1612648787
Tiznit Province,29.5833,-9.5,49.15,81,33,15.03,MA,1612648887
Kushiro,42.975,144.3747,23.52,97,100,8.77,JP,1612648888
Aranjuez,40.0311,-3.6025,50.0,74,86,2.64,ES,1612648888
Praia,14.9215,-23.5087,69.8,60,75,20.71,CV,1612648624
Cobija,-11.0267,-68.7692,82.11,85,64,1.72,BO,1612648748
Kalmunai,7.4167,81.8167,76.39,88,50,8.55,LK,1612648888
Bougouni,11.417,-7.479,86.54,15,100,3.69,ML,1612648888
Salinas,36.6777,-121.6555,71.6,28,1,6.91,US,1612648889
Teshie,5.5836,-0.1072,82.4,89,20,14.97,GH,1612648889
Puerto Escondido,15.85,-97.0667,84.2,74,40,11.5,MX,1612648889
Naze,28.3667,129.4833,62.6,77,75,5.75,JP,1612648889
Khowst,33.3833,69.8833,44.69,54,0,1.48,AF,1612648889
Baihar,22.1,80.55,50.09,48,0,4.23,IN,1612648889
Kantunilkín,21.0917,-87.45,82.4,78,40,13.8,MX,1612648890
Flin Flon,54.7682,-101.865,-22.0,57,40,12.66,CA,1612648890
Kloulklubed,7.0419,134.2556,77.0,100,90,8.05,PW,1612648890
Bubaque,11.2833,-15.8333,81.23,54,70,17.05,GW,1612648347
Kismayo,-0.3582,42.5454,76.5,85,24,14.0,SO,1612648764
Petropavlovskaya,45.0819,40.4512,29.71,99,100,4.34,RU,1612648891
Marshall,34.3834,-86.3333,44.01,87,75,9.22,US,1612648891
Humen,22.819,113.6731,68.0,77,0,4.47,CN,1612648648
The Valley,18.217,-63.0578,80.6,78,75,12.66,AI,1612648891
